全局样本索引,来源划分,来源内索引,真实标签名_仅离线评估使用,真实开放集标签_仅离线评估使用,未知分数,未知细分类标签,是否不确定样本
5437,unknown,2877,14-10,16,0.96929437,1,False
5438,unknown,2878,14-10,16,0.9694886,1,False
5439,unknown,2879,14-10,16,0.9695178,1,False
5440,unknown,2880,14-10,16,0.9699744,1,False
5441,unknown,2881,14-10,16,0.9692313,1,False
5442,unknown,2882,14-10,16,0.9695043,1,False
5443,unknown,2883,14-10,16,0.96932226,1,False
5444,unknown,2884,14-10,16,0.96979266,1,False
5445,unknown,2885,14-10,16,0.96954376,1,False
5446,unknown,2886,14-10,16,0.96943516,1,False
5447,unknown,2887,14-10,16,0.96966535,1,False
5448,unknown,2888,14-10,16,0.9693983,1,False
5449,unknown,2889,14-10,16,0.969237,1,False
5450,unknown,2890,14-10,16,0.9696966,1,False
5451,unknown,2891,14-10,16,0.96966684,1,False
5452,unknown,2892,14-10,16,0.9694787,1,False
5453,unknown,2893,14-10,16,0.9695988,1,False
5454,unknown,2894,14-10,16,0.9697439,1,False
5455,unknown,2895,14-10,16,0.96988606,1,False
5456,unknown,2896,14-10,16,0.9693439,1,False
5457,unknown,2897,14-10,16,0.96985304,1,False
5458,unknown,2898,14-10,16,0.969045,1,False
5459,unknown,2899,14-10,16,0.9697506,1,False
5460,unknown,2900,14-10,16,0.9692501,1,False
5461,unknown,2901,14-10,16,0.9691392,1,False
5462,unknown,2902,14-10,16,0.969738,1,False
5463,unknown,2903,14-10,16,0.9696859,1,False
5464,unknown,2904,14-10,16,0.96919155,1,False
5465,unknown,2905,14-10,16,0.9694353,1,False
5466,unknown,2906,14-10,16,0.9695958,1,False
5467,unknown,2907,14-10,16,0.96954644,1,False
5468,unknown,2908,14-10,16,0.96872175,1,False
5469,unknown,2909,14-10,16,0.9693271,1,False
5470,unknown,2910,14-10,16,0.9695085,1,False
5471,unknown,2911,14-10,16,0.9691498,1,False
5472,unknown,2912,14-10,16,0.9687505,1,False
5473,unknown,2913,14-10,16,0.9695039,1,False
5474,unknown,2914,14-10,16,0.96930367,1,False
5475,unknown,2915,14-10,16,0.96978414,1,False
5476,unknown,2916,14-10,16,0.9696452,1,False
5477,unknown,2917,14-10,16,0.96956074,1,False
5478,unknown,2918,14-10,16,0.96987593,1,False
5479,unknown,2919,14-10,16,0.96963644,1,False
5480,unknown,2920,14-10,16,0.96956253,1,False
5481,unknown,2921,14-10,16,0.9696218,1,False
5482,unknown,2922,14-10,16,0.969556,1,False
5483,unknown,2923,14-10,16,0.96985793,1,False
5484,unknown,2924,14-10,16,0.9694736,1,False
5485,unknown,2925,14-10,16,0.9693696,1,False
5486,unknown,2926,14-10,16,0.9692446,1,False
5487,unknown,2927,14-10,16,0.9696333,1,False
5488,unknown,2928,14-10,16,0.96928114,1,False
5489,unknown,2929,14-10,16,0.96970296,1,False
5490,unknown,2930,14-10,16,0.9697868,1,False
5491,unknown,2931,14-10,16,0.9691161,1,False
5492,unknown,2932,14-10,16,0.96945894,1,False
5493,unknown,2933,14-10,16,0.96939355,1,False
5494,unknown,2934,14-10,16,0.96985793,1,False
5495,unknown,2935,14-10,16,0.96944934,1,False
5496,unknown,2936,14-10,16,0.96952856,1,False
5497,unknown,2937,14-10,16,0.9690007,1,False
5498,unknown,2938,14-10,16,0.96920997,1,False
5499,unknown,2939,14-10,16,0.9695705,1,False
5500,unknown,2940,14-10,16,0.9687171,1,False
5501,unknown,2941,14-10,16,0.96930265,1,False
5502,unknown,2942,14-10,16,0.9693199,1,False
5503,unknown,2943,14-10,16,0.96960646,1,False
5504,unknown,2944,14-10,16,0.9692363,1,False
5505,unknown,2945,14-10,16,0.9694382,1,False
5506,unknown,2946,14-10,16,0.969371,1,False
5507,unknown,2947,14-10,16,0.9696555,1,False
5508,unknown,2948,14-10,16,0.9693577,1,False
5509,unknown,2949,14-10,16,0.9693844,1,False
5510,unknown,2950,14-10,16,0.9712374,3,False
5511,unknown,2951,14-10,16,0.9695972,1,False
5512,unknown,2952,14-10,16,0.9696971,1,False
5513,unknown,2953,14-10,16,0.9698225,1,False
5514,unknown,2954,14-10,16,0.9692706,1,False
5515,unknown,2955,14-10,16,0.9694946,1,False
5516,unknown,2956,14-10,16,0.96957695,1,False
5517,unknown,2957,14-10,16,0.9693444,1,False
5518,unknown,2958,14-10,16,0.96945953,1,False
5519,unknown,2959,14-10,16,0.9698004,1,False
5520,unknown,2960,14-10,16,0.96964854,1,False
5521,unknown,2961,14-10,16,0.9696814,1,False
5522,unknown,2962,14-10,16,0.9697487,1,False
5523,unknown,2963,14-10,16,0.96969765,1,False
5524,unknown,2964,14-10,16,0.969378,1,False
5525,unknown,2965,14-10,16,0.96938276,1,False
5526,unknown,2966,14-10,16,0.96918714,1,False
5527,unknown,2967,14-10,16,0.9690892,1,False
5528,unknown,2968,14-10,16,0.9692553,1,False
5529,unknown,2969,14-10,16,0.9691066,1,False
5530,unknown,2970,14-10,16,0.9697706,1,False
5531,unknown,2971,14-10,16,0.9695438,1,False
5532,unknown,2972,14-10,16,0.96933913,1,False
5533,unknown,2973,14-10,16,0.9698281,1,False
5534,unknown,2974,14-10,16,0.9694612,1,False
5535,unknown,2975,14-10,16,0.9695012,1,False
5536,unknown,2976,14-10,16,0.9693029,1,False
5537,unknown,2977,14-10,16,0.969487,1,False
5538,unknown,2978,14-10,16,0.9693515,1,False
5539,unknown,2979,14-10,16,0.9693367,1,False
5540,unknown,2980,14-10,16,0.969581,1,False
5541,unknown,2981,14-10,16,0.9696566,1,False
5542,unknown,2982,14-10,16,0.9691633,1,False
5543,unknown,2983,14-10,16,0.9689017,1,False
5544,unknown,2984,14-10,16,0.9692652,1,False
5545,unknown,2985,14-10,16,0.9694642,1,False
5546,unknown,2986,14-10,16,0.97000307,1,False
5547,unknown,2987,14-10,16,0.96868,1,False
5548,unknown,2988,14-10,16,0.96918845,1,False
5549,unknown,2989,14-10,16,0.96869195,1,False
5550,unknown,2990,14-10,16,0.96980566,1,False
5551,unknown,2991,14-10,16,0.9696863,1,False
5552,unknown,2992,14-10,16,0.9691381,1,False
5553,unknown,2993,14-10,16,0.96901816,1,False
5554,unknown,2994,14-10,16,0.96904504,1,False
5555,unknown,2995,14-10,16,0.96982515,1,False
5556,unknown,2996,14-10,16,0.968927,1,False
5557,unknown,2997,14-10,16,0.96892285,1,False
5558,unknown,2998,14-10,16,0.96918565,1,False
5559,unknown,2999,14-10,16,0.9690761,1,False
5560,unknown,3000,14-10,16,0.96902275,1,False
5561,unknown,3001,14-10,16,0.96963024,1,False
5562,unknown,3002,14-10,16,0.96950173,1,False
5563,unknown,3003,14-10,16,0.9693754,1,False
5564,unknown,3004,14-10,16,0.9690955,1,False
5565,unknown,3005,14-10,16,0.96982276,1,False
5566,unknown,3006,14-10,16,0.9689066,1,False
5567,unknown,3007,14-10,16,0.9690189,1,False
5568,unknown,3008,14-10,16,0.9689275,1,False
5569,unknown,3009,14-10,16,0.9694521,1,False
5570,unknown,3010,14-10,16,0.96954477,1,False
5571,unknown,3011,14-10,16,0.96935326,1,False
5572,unknown,3012,14-10,16,0.9690732,1,False
5573,unknown,3013,14-10,16,0.96890944,1,False
5574,unknown,3014,14-10,16,0.9690843,1,False
5575,unknown,3015,14-10,16,0.9699378,1,False
5576,unknown,3016,14-10,16,0.96961987,1,False
5577,unknown,3017,14-10,16,0.969375,1,False
5578,unknown,3018,14-10,16,0.96977717,1,False
5579,unknown,3019,14-10,16,0.9696821,1,False
5580,unknown,3020,14-10,16,0.96911055,1,False
5581,unknown,3021,14-10,16,0.96980757,1,False
5582,unknown,3022,14-10,16,0.969939,1,False
5583,unknown,3023,14-10,16,0.9698242,1,False
5584,unknown,3024,14-10,16,0.9692285,1,False
5585,unknown,3025,14-10,16,0.96944225,1,False
5586,unknown,3026,14-10,16,0.96906316,1,False
5587,unknown,3027,14-10,16,0.9698137,1,False
5588,unknown,3028,14-10,16,0.9690695,1,False
5589,unknown,3029,14-10,16,0.9692412,1,False
5590,unknown,3030,14-10,16,0.9693781,1,False
5591,unknown,3031,14-10,16,0.96939486,1,False
5592,unknown,3032,14-10,16,0.9693897,1,False
5593,unknown,3033,14-10,16,0.9698123,1,False
5594,unknown,3034,14-10,16,0.9693507,1,False
5595,unknown,3035,14-10,16,0.96928585,1,False
5596,unknown,3036,14-10,16,0.9689844,1,False
5597,unknown,3037,14-10,16,0.9695728,1,False
5598,unknown,3038,14-10,16,0.9698375,1,False
5599,unknown,3039,14-10,16,0.9697048,1,False
5600,unknown,3040,14-10,16,0.9690711,1,False
5601,unknown,3041,14-10,16,0.96969783,1,False
5602,unknown,3042,14-10,16,0.96931297,1,False
5603,unknown,3043,14-10,16,0.96984196,1,False
5604,unknown,3044,14-10,16,0.9697022,1,False
5605,unknown,3045,14-10,16,0.9694119,1,False
5606,unknown,3046,14-10,16,0.9698104,1,False
5607,unknown,3047,14-10,16,0.9688566,1,False
5608,unknown,3048,14-10,16,0.96905446,1,False
5609,unknown,3049,14-10,16,0.96944076,1,False
5610,unknown,3050,14-10,16,0.96949923,1,False
5611,unknown,3051,14-10,16,0.9693897,1,False
5612,unknown,3052,14-10,16,0.9693705,1,False
5613,unknown,3053,14-10,16,0.96984357,1,False
5614,unknown,3054,14-10,16,0.9695478,1,False
5615,unknown,3055,14-10,16,0.9697287,1,False
5616,unknown,3056,14-10,16,0.9690871,1,False
5617,unknown,3057,14-10,16,0.96905935,1,False
5618,unknown,3058,14-10,16,0.9691138,1,False
5619,unknown,3059,14-10,16,0.96932274,1,False
5620,unknown,3060,14-10,16,0.96886265,1,False
5621,unknown,3061,14-10,16,0.9692914,1,False
5622,unknown,3062,14-10,16,0.9698131,1,False
5623,unknown,3063,14-10,16,0.9693207,1,False
5624,unknown,3064,14-10,16,0.9692864,1,False
5625,unknown,3065,14-10,16,0.96959305,1,False
5626,unknown,3066,14-10,16,0.9691951,1,False
5627,unknown,3067,14-10,16,0.96989286,1,False
5628,unknown,3068,14-10,16,0.9688674,1,False
5629,unknown,3069,14-10,16,0.96909475,1,False
5630,unknown,3070,14-10,16,0.9695328,1,False
5631,unknown,3071,14-10,16,0.9695377,1,False
5632,unknown,3072,14-10,16,0.9693106,1,False
5633,unknown,3073,14-10,16,0.9694555,1,False
5634,unknown,3074,14-10,16,0.9695246,1,False
5635,unknown,3075,14-10,16,0.9693788,1,False
5636,unknown,3076,14-10,16,0.9696347,1,False
5637,unknown,3077,14-10,16,0.9694353,1,False
5638,unknown,3078,14-10,16,0.9692063,1,False
5639,unknown,3079,14-10,16,0.9688864,1,False
5640,unknown,3080,14-10,16,0.9693363,1,False
5641,unknown,3081,14-10,16,0.9697947,1,False
5642,unknown,3082,14-10,16,0.96952564,1,False
5643,unknown,3083,14-10,16,0.9698963,1,False
5644,unknown,3084,14-10,16,0.9694779,1,False
5645,unknown,3085,14-10,16,0.9697834,1,False
5646,unknown,3086,14-10,16,0.9694216,1,False
5647,unknown,3087,14-10,16,0.96943754,1,False
5648,unknown,3088,14-10,16,0.96883917,1,False
5649,unknown,3089,14-10,16,0.96903056,1,False
5650,unknown,3090,14-10,16,0.9697552,1,False
5651,unknown,3091,14-10,16,0.96961623,1,False
5652,unknown,3092,14-10,16,0.9694877,1,False
5653,unknown,3093,14-10,16,0.9697994,1,False
5654,unknown,3094,14-10,16,0.9690816,1,False
5655,unknown,3095,14-10,16,0.96941835,1,False
5656,unknown,3096,14-10,16,0.96921635,1,False
5657,unknown,3097,14-10,16,0.96961135,1,False
5658,unknown,3098,14-10,16,0.96924776,1,False
5659,unknown,3099,14-10,16,0.96940005,1,False
5660,unknown,3100,14-10,16,0.9698699,1,False
5661,unknown,3101,14-10,16,0.9698018,1,False
5662,unknown,3102,14-10,16,0.969209,1,False
5663,unknown,3103,14-10,16,0.9698169,1,False
5664,unknown,3104,14-10,16,0.9695631,1,False
5665,unknown,3105,14-10,16,0.9695993,1,False
5666,unknown,3106,14-10,16,0.9694394,1,False
5667,unknown,3107,14-10,16,0.9697374,1,False
5668,unknown,3108,14-10,16,0.96905,1,False
5669,unknown,3109,14-10,16,0.9691794,1,False
5670,unknown,3110,14-10,16,0.96906364,1,False
5671,unknown,3111,14-10,16,0.96961427,1,False
5672,unknown,3112,14-10,16,0.96949,1,False
5673,unknown,3113,14-10,16,0.9696709,1,False
5674,unknown,3114,14-10,16,0.96943635,1,False
5675,unknown,3115,14-10,16,0.9692339,1,False
5676,unknown,3116,14-10,16,0.9686705,1,False
5677,unknown,3117,14-10,16,0.9693368,1,False
5678,unknown,3118,14-10,16,0.96934783,1,False
5679,unknown,3119,14-10,16,0.9697378,1,False
5680,unknown,3120,14-10,16,0.96898675,1,False
5681,unknown,3121,14-10,16,0.9690196,1,False
5682,unknown,3122,14-10,16,0.96941805,1,False
5683,unknown,3123,14-10,16,0.96972525,1,False
5684,unknown,3124,14-10,16,0.96980774,1,False
5685,unknown,3125,14-10,16,0.96885395,1,False
5686,unknown,3126,14-10,16,0.96921736,1,False
5687,unknown,3127,14-10,16,0.96970713,1,False
5688,unknown,3128,14-10,16,0.9691119,1,False
5689,unknown,3129,14-10,16,0.96940345,1,False
5690,unknown,3130,14-10,16,0.96966475,1,False
5691,unknown,3131,14-10,16,0.96937716,1,False
5692,unknown,3132,14-10,16,0.9694227,1,False
5693,unknown,3133,14-10,16,0.9693869,1,False
5694,unknown,3134,14-10,16,0.9692048,1,False
5695,unknown,3135,14-10,16,0.9692867,1,False
5696,unknown,3136,14-10,16,0.9693818,1,False
5697,unknown,3137,14-10,16,0.9693499,1,False
5698,unknown,3138,14-10,16,0.9698186,1,False
5699,unknown,3139,14-10,16,0.9697055,1,False
5700,unknown,3140,14-10,16,0.9695959,1,False
5701,unknown,3141,14-10,16,0.9697954,1,False
5702,unknown,3142,14-10,16,0.96934545,1,False
5703,unknown,3143,14-10,16,0.96926624,1,False
5704,unknown,3144,14-10,16,0.9689844,1,False
5705,unknown,3145,14-10,16,0.9697963,1,False
5706,unknown,3146,14-10,16,0.96929145,1,False
5707,unknown,3147,14-10,16,0.969368,1,False
5708,unknown,3148,14-10,16,0.9693078,1,False
5709,unknown,3149,14-10,16,0.96910447,1,False
5710,unknown,3150,14-10,16,0.9692136,1,False
5711,unknown,3151,14-10,16,0.96967804,1,False
5712,unknown,3152,14-10,16,0.9694316,1,False
5713,unknown,3153,14-10,16,0.9693228,1,False
5714,unknown,3154,14-10,16,0.9695062,1,False
5715,unknown,3155,14-10,16,0.9689969,1,False
5716,unknown,3156,14-10,16,0.96978194,1,False
5717,unknown,3157,14-10,16,0.96904194,1,False
5718,unknown,3158,14-10,16,0.96950203,1,False
5719,unknown,3159,14-10,16,0.9694316,1,False
5720,unknown,3160,14-10,16,0.96965575,1,False
5721,unknown,3161,14-10,16,0.96925575,1,False
5722,unknown,3162,14-10,16,0.969758,1,False
5723,unknown,3163,14-10,16,0.96954423,1,False
5724,unknown,3164,14-10,16,0.9697171,1,False
5725,unknown,3165,14-10,16,0.9697943,1,False
5726,unknown,3166,14-10,16,0.9694587,1,False
5727,unknown,3167,14-10,16,0.9696622,1,False
5728,unknown,3168,14-10,16,0.9692475,1,False
5729,unknown,3169,14-10,16,0.9693747,1,False
5730,unknown,3170,14-10,16,0.9688784,1,False
5731,unknown,3171,14-10,16,0.9696888,1,False
5732,unknown,3172,14-10,16,0.9695527,1,False
5733,unknown,3173,14-10,16,0.9697768,1,False
5734,unknown,3174,14-10,16,0.9693629,1,False
5735,unknown,3175,14-10,16,0.9698354,1,False
5736,unknown,3176,14-10,16,0.9697118,1,False
5737,unknown,3177,14-10,16,0.9689183,1,False
5738,unknown,3178,14-10,16,0.9690735,1,False
5739,unknown,3179,14-10,16,0.9694959,1,False
5740,unknown,3180,14-10,16,0.9695914,1,False
5741,unknown,3181,14-10,16,0.96990687,1,False
5742,unknown,3182,14-10,16,0.9691447,1,False
5743,unknown,3183,14-10,16,0.9694309,1,False
5744,unknown,3184,14-10,16,0.96971583,1,False
5745,unknown,3185,14-10,16,0.9692097,1,False
5746,unknown,3186,14-10,16,0.9688727,1,False
5747,unknown,3187,14-10,16,0.9694294,1,False
5748,unknown,3188,14-10,16,0.9693289,1,False
5749,unknown,3189,14-10,16,0.96932024,1,False
5750,unknown,3190,14-10,16,0.9697243,1,False
5751,unknown,3191,14-10,16,0.96929,1,False
5752,unknown,3192,14-10,16,0.9691453,1,False
5753,unknown,3193,14-10,16,0.96978515,1,False
5754,unknown,3194,14-10,16,0.96968836,1,False
5755,unknown,3195,14-10,16,0.9693028,1,False
5756,unknown,3196,14-10,16,0.9696872,1,False
5757,unknown,3197,14-10,16,0.96971834,1,False
5758,unknown,3198,14-10,16,0.9691433,1,False
5759,unknown,3199,14-10,16,0.96931386,1,False
5760,unknown,3200,16-16,16,0.96557933,7,False
5761,unknown,3201,16-16,16,0.9645223,7,False
5762,unknown,3202,16-16,16,0.96514577,7,False
5763,unknown,3203,16-16,16,0.96430695,7,False
5764,unknown,3204,16-16,16,0.96538687,7,False
5765,unknown,3205,16-16,16,0.96322376,7,False
5766,unknown,3206,16-16,16,0.9656577,7,False
5767,unknown,3207,16-16,16,0.9642182,7,False
5768,unknown,3208,16-16,16,0.9641726,7,False
5769,unknown,3209,16-16,16,0.9643559,7,False
5770,unknown,3210,16-16,16,0.9652742,7,False
5771,unknown,3211,16-16,16,0.9657132,7,False
5772,unknown,3212,16-16,16,0.9643849,7,False
5773,unknown,3213,16-16,16,0.9660913,7,False
5774,unknown,3214,16-16,16,0.9647337,7,False
5775,unknown,3215,16-16,16,0.9645989,7,False
5776,unknown,3216,16-16,16,0.96387976,7,False
5777,unknown,3217,16-16,16,0.9626603,7,False
5778,unknown,3218,16-16,16,0.9635558,7,False
5779,unknown,3219,16-16,16,0.96482223,7,False
5780,unknown,3220,16-16,16,0.96430904,7,False
5781,unknown,3221,16-16,16,0.9654677,7,False
5782,unknown,3222,16-16,16,0.9643465,7,False
5783,unknown,3223,16-16,16,0.96471524,7,False
5784,unknown,3224,16-16,16,0.96393824,7,False
5785,unknown,3225,16-16,16,0.9649936,7,False
5786,unknown,3226,16-16,16,0.9642247,7,False
5787,unknown,3227,16-16,16,0.9656795,7,False
5788,unknown,3228,16-16,16,0.9647701,7,False
5789,unknown,3229,16-16,16,0.9645095,7,False
5790,unknown,3230,16-16,16,0.96441877,7,False
5791,unknown,3231,16-16,16,0.9647763,7,False
5792,unknown,3232,16-16,16,0.9636517,7,False
5793,unknown,3233,16-16,16,0.965708,7,False
5794,unknown,3234,16-16,16,0.96433866,7,False
5795,unknown,3235,16-16,16,0.9648254,7,False
5796,unknown,3236,16-16,16,0.9638454,7,False
5797,unknown,3237,16-16,16,0.9657539,7,False
5798,unknown,3238,16-16,16,0.9655023,7,False
5799,unknown,3239,16-16,16,0.9649526,7,False
5800,unknown,3240,16-16,16,0.9644671,7,False
5801,unknown,3241,16-16,16,0.9636101,7,False
5802,unknown,3242,16-16,16,0.9652399,7,False
5803,unknown,3243,16-16,16,0.9636408,7,False
5804,unknown,3244,16-16,16,0.9639849,7,False
5805,unknown,3245,16-16,16,0.9632675,7,False
5806,unknown,3246,16-16,16,0.9640816,7,False
5807,unknown,3247,16-16,16,0.9648149,7,False
5808,unknown,3248,16-16,16,0.9645263,7,False
5809,unknown,3249,16-16,16,0.9650282,7,False
5810,unknown,3250,16-16,16,0.9649684,7,False
5811,unknown,3251,16-16,16,0.96624297,7,False
5812,unknown,3252,16-16,16,0.9646278,7,False
5813,unknown,3253,16-16,16,0.96502405,7,False
5814,unknown,3254,16-16,16,0.9643903,7,False
5815,unknown,3255,16-16,16,0.96485287,7,False
5816,unknown,3256,16-16,16,0.96467453,7,False
5817,unknown,3257,16-16,16,0.9646663,7,False
5818,unknown,3258,16-16,16,0.96560824,7,False
5819,unknown,3259,16-16,16,0.9620475,7,False
5820,unknown,3260,16-16,16,0.9635538,7,False
5821,unknown,3261,16-16,16,0.96490633,7,False
5822,unknown,3262,16-16,16,0.9592997,7,False
5823,unknown,3263,16-16,16,0.9650796,7,False
5824,unknown,3264,16-16,16,0.9649996,7,False
5825,unknown,3265,16-16,16,0.9627178,7,False
5826,unknown,3266,16-16,16,0.963487,7,False
5827,unknown,3267,16-16,16,0.962869,7,False
5828,unknown,3268,16-16,16,0.96432847,7,False
5829,unknown,3269,16-16,16,0.9635931,7,False
5830,unknown,3270,16-16,16,0.9642689,7,False
5831,unknown,3271,16-16,16,0.9653439,7,False
5832,unknown,3272,16-16,16,0.9660523,7,False
5833,unknown,3273,16-16,16,0.96524256,7,False
5834,unknown,3274,16-16,16,0.9642277,7,False
5835,unknown,3275,16-16,16,0.96051615,2,False
5836,unknown,3276,16-16,16,0.9648236,7,False
5837,unknown,3277,16-16,16,0.96574664,7,False
5838,unknown,3278,16-16,16,0.96413505,7,False
5839,unknown,3279,16-16,16,0.96476597,7,False
5840,unknown,3280,16-16,16,0.96534026,7,False
5841,unknown,3281,16-16,16,0.9653864,7,False
5842,unknown,3282,16-16,16,0.96531194,7,False
5843,unknown,3283,16-16,16,0.96006185,-1,True
5844,unknown,3284,16-16,16,0.964076,7,False
5845,unknown,3285,16-16,16,0.9647868,7,False
5846,unknown,3286,16-16,16,0.9601737,11,False
5847,unknown,3287,16-16,16,0.9651242,7,False
5848,unknown,3288,16-16,16,0.96563053,7,False
5849,unknown,3289,16-16,16,0.96368337,7,False
5850,unknown,3290,16-16,16,0.96469915,7,False
5851,unknown,3291,16-16,16,0.9641104,7,False
5852,unknown,3292,16-16,16,0.9654571,7,False
5853,unknown,3293,16-16,16,0.9631473,7,False
5854,unknown,3294,16-16,16,0.96450156,7,False
5855,unknown,3295,16-16,16,0.96473914,7,False
5856,unknown,3296,16-16,16,0.963278,7,False
5857,unknown,3297,16-16,16,0.9642422,7,False
5858,unknown,3298,16-16,16,0.9643815,7,False
5859,unknown,3299,16-16,16,0.96548855,7,False
5860,unknown,3300,16-16,16,0.965623,7,False
5861,unknown,3301,16-16,16,0.9648144,7,False
5862,unknown,3302,16-16,16,0.9644973,7,False
5863,unknown,3303,16-16,16,0.96562964,7,False
5864,unknown,3304,16-16,16,0.97131974,1,False
5865,unknown,3305,16-16,16,0.96559733,7,False
5866,unknown,3306,16-16,16,0.96507007,7,False
5867,unknown,3307,16-16,16,0.9656179,7,False
5868,unknown,3308,16-16,16,0.96423614,7,False
5869,unknown,3309,16-16,16,0.9636413,7,False
5870,unknown,3310,16-16,16,0.9641873,7,False
5871,unknown,3311,16-16,16,0.9646711,7,False
5872,unknown,3312,16-16,16,0.9648569,7,False
5873,unknown,3313,16-16,16,0.9650269,7,False
5874,unknown,3314,16-16,16,0.9634025,7,False
5875,unknown,3315,16-16,16,0.9657615,7,False
5876,unknown,3316,16-16,16,0.96519804,7,False
5877,unknown,3317,16-16,16,0.9651765,7,False
5878,unknown,3318,16-16,16,0.9654397,7,False
5879,unknown,3319,16-16,16,0.96370864,7,False
5880,unknown,3320,16-16,16,0.9635358,7,False
5881,unknown,3321,16-16,16,0.9654373,7,False
5882,unknown,3322,16-16,16,0.9645606,7,False
5883,unknown,3323,16-16,16,0.96347314,7,False
5884,unknown,3324,16-16,16,0.96471685,7,False
5885,unknown,3325,16-16,16,0.96436435,7,False
5886,unknown,3326,16-16,16,0.96379125,7,False
5887,unknown,3327,16-16,16,0.9655712,7,False
5888,unknown,3328,16-16,16,0.9652053,7,False
5889,unknown,3329,16-16,16,0.96504027,7,False
5890,unknown,3330,16-16,16,0.96460295,7,False
5891,unknown,3331,16-16,16,0.96541345,7,False
5892,unknown,3332,16-16,16,0.96314394,7,False
5893,unknown,3333,16-16,16,0.96503067,7,False
